Table,Start Date,End Date,Start Era,End Era,Dynasty,Location,Sex,Glabello-Occipital Length,Ophryo-Occipital Length,Basi-Bregmatic Height,Maximum Breadth,Biauricular Breadth,Bizygomatic Breadth,Basi-Nasal Length,Basi-Aveolar Length,Nasi-Alveolar Height,Nasal Height,Nasal Width,Flower’s Alveolar Index,Gnathic Angle,Prognathism or Orthognathism,Estimated Cranial Capacity
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,191,189,136,132,114,123,100.5,92,68,52,23,92,76,A,1460
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,184,182,130,135,118,128,101,100,69,51,27,99,70,C D,1375
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,185,185,135,142,118,130,100,98,72,57,29,98,69.5,B C,1510
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,190,190,133,128,118,125,103,102,71.5,52,24,99,70,C D,1375
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,195,191,134.5,132,126,138,104,97,74?,57,25,93,73.5,,1465
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,184,181,130,137,126,,94.5,95.5,70,51,26,101,67.5,C D,1390
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,192,192,136,133,123,134,110,95,74,53,26.5,86,80,- A,1475
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,181,179,128,133,112,122,107,103,77,57,26,96,71,B,1310
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,179,178,128.5,130.5,113,123.5,100.5,94.5,72,50.5,24,94,72,A,1265
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,189,189,131,136,117,126.5,102,93,65.5,46,25.5,91,78,A,1435
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,175,172,127,128,121,129,92?,88,62,46,23,96,73?,,1210
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,172,172,126,132,114,125,94,91.5,73,51,27,97,68,A B,1215
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,189,188,130,132,117,124,105,95,66,48,24,91,79,A,1380
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,177,176,130,143.5,117,126,99,97,70,51,28,98,70.5,C,1400
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,192,190,136,136,122,128,101,97,68,50,30.5,96,72.5,B C,1510
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,180,179,132.5,135,122,130,94,89,72,54,27,95,70,A,1365
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,190,189,134,133.5,120,130,98,93,69,53,24.5,95,72.5,A B,1440
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,,182,132,132.5,120,127,102,95,73,50.5,24,93,73,A,
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,178,173,128,140,125,136,103,95,72,53.5,24,92,74.5,A,1355
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,181.5,180.5,133,139,117.5,128.5,94,86.5,73,51,23.5,92,71,- A,1420
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,188,188,136,135,120,130,100,95,70,49,24,95,72,A B,1470
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,184,182,127,140,121,132,100,92,67,52,26,92,76,A,1390
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,180,179,136,139,120,132?,99,96,73,54,29,97,70,B,1445
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,168,168,123,141,119,125,100?,93?,66.5,53,25,93,75?,,1240
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,181,180,130,136,119,129,101,92.5,70,53,25,92,75,A,1360
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,185,181,130,127,117,129,98,93,71,50,26,95,72,A B,1300
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,173,172,126,134.5,117.5,123,97,91,71,51,29,94,72,A,1240
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,192,188,131,129,113.5,125.5,105,97,72.5,54,26,92,75,A,1380
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,186,184,132,140,123,136.5,103,103,76,55,25,100,68,C,1460
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,195,194,135,140,120,134,106,95.5,73,56,27,90,76.5,- A,1570
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,183,181,128,132,118,127,97,101,68,51,29,104,67,E F,1315
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,182,181,134,138,125,134,98,90,70,52,27.5,92,74,A,1430
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,185,184,128,141,125,130,97,84?,64?,53,26,,80,,1420
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,183,182,138,133,123,135,103,97,79,52.5,29,94,70.5,A,1430
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,171,171,127,129,110,120,96,98,69,49.5,21?,102,67,D E,1190
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,190,188,136,140,125,132,100,92,75,53,26,92,72.5,A,1540
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,182,179,127,129,116,127,101,104,74,52,27,103,66,E,1270
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,171,170,121,131,110,120,93,98,66,46,25,100,69,C,1150
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,186,184,128,132,116,126,103,101,68.5,49,24,98,71.5,C D,1335
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,180,178,134,133,116,122,95,87,72,54,24,92,72,- A,1365
15,-331,,BC,Unknown or AD,Ptolemaic Period,Abydos,Male,188,183,132,132,116,124,102,93,68,49,24,91,76.5,A,1360
