Table,Start Date,End Date,Start Era,End Era,Dynasty,Location,Sex,Glabello-Occipital Length,Ophryo-Occipital Length,Basi-Bregmatic Height,Maximum Breadth,Biauricular Breadth,Bizygomatic Breadth,Basi-Nasal Length,Basi-Aveolar Length,Nasi-Alveolar Height,Nasal Height,Nasal Width,Flower’s Alveolar Index,Gnathic Angle,Prognathism or Orthognathism,Estimated Cranial Capacity
2,,,BC,BC,Late Predynastic,El Amrah,Male,172,171,124,126,110,117,98,95,61,45,27,97,74,C D,1140
2,,,BC,BC,Late Predynastic,El Amrah,Male,191,187,136,135,115,128?,104,98,71,52,25,94,74,A B,1490
2,,,BC,BC,Late Predynastic,El Amrah,Male,185,184,145,132,119,130,102,100,71,54,23,98,70.5,C,1505
2,,,BC,BC,Late Predynastic,El Amrah,Male,187,185,,134,,,,,,,,,,,
2,,,BC,BC,Late Predynastic,El Amrah,Male,187,189,130,133,,132,103,102,71,48,25,99,70,C D,1375
2,,,BC,BC,Late Predynastic,El Amrah,Male,176,176,134,131,112,119,103,96,71,50,25,93,74.5,A B,1315
2,,,BC,BC,Late Predynastic,El Amrah,Male,189,186,137,133,,,102,,,,,,,,1465
2,,,BC,BC,Late Predynastic,El Amrah,Male,191,189,,134,,,,,,,,,,,
2,,,BC,BC,Late Predynastic,El Amrah,Male,171,172,,120?,,,,,,,,,,,
2,,,BC,BC,Late Predynastic,El Amrah,Male,173,173,125,133,111,119,95,94,70,46,24,99,69,C,1220
2,,,BC,BC,Late Predynastic,El Amrah,Male,191,190,120,144,,,99,,,,,,,,1400
2,,,BC,BC,Late Predynastic,El Amrah,Male,196,195,,132,,,,,,,,,,,
2,,,BC,BC,Late Predynastic,El Amrah,Male,183,183,136,136,,,,,,,,,,,1440
2,,,BC,BC,Late Predynastic,El Amrah,Male,185,182,131,131,,127,104,98,67,,,94,75,B,1350
2,,,BC,BC,Late Predynastic,El Amrah,Male,187,187,130,122,,118.5,103,91,66.5,49,25,88,79.5,- A,1260
2,,,BC,BC,Late Predynastic,El Amrah,Male,194.5,192,133,132,,124,104,104,74,48,23.5,100,69,C,1450
2,,,BC,BC,Late Predynastic,El Amrah,Male,193,193,128,131,,,,,,,,,,,1380
2,,,BC,BC,Late Predynastic,El Amrah,Male,196,194,132,136,,126,,,,,,,,,1500
2,,,BC,BC,Late Predynastic,El Amrah,Male,188,187,134,129,,,,,,,,,,,1380
2,,,BC,BC,Late Predynastic,Hou,Male,179,178,,132,111,119,101,96,66,50,23,95,74,B,
2,,,BC,BC,Late Predynastic,Hou,Male,186,184,136,133,116,127,107,103,72,53,27,96,72.5,B C,1430
2,,,BC,BC,Late Predynastic,Hou,Male,185,183,139,131,118,127,105,98,70,51,26,93,75,A B,1430
2,,,BC,BC,Late Predynastic,Hou,Male,187,185,136,131,114,124,102,99,77,56,25,97,69,A B,1420
2,,,BC,BC,Late Predynastic,Hou,Male,194,194,134,138,109,116,100,98,68,49,24,98,71,C,1525
2,,,BC,BC,Late Predynastic,Hou,Male,190,189,136,130,116,127,107,104,75,53,25,97,71,B C,1430
2,,,BC,BC,Late Predynastic,Hou,Male,182,180,128,131,111,126,99,98,63,45,25,99,71,D,1300
