Table,Start Date,End Date,Start Era,End Era,Dynasty,Location,Sex,Glabello-Occipital Length,Ophryo-Occipital Length,Basi-Bregmatic Height,Maximum Breadth,Biauricular Breadth,Bizygomatic Breadth,Basi-Nasal Length,Basi-Aveolar Length,Nasi-Alveolar Height,Nasal Height,Nasal Width,Flower’s Alveolar Index,Gnathic Angle,Prognathism or Orthognathism,Estimated Cranial Capacity
22,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Female,181,181,123,133,121,131,102,94,62,46,22,92,78.5,A B,1260
22,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Female,178,176,,133,,,,,,,,,,,
22,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Female,186,184,132,137,,,,,,,,,,,1430
22,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Female,171,170,124,127,113,122,96,96,68,49,26,100,69,C,1145
22,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Female,189,188,132,135,115,124,102,92,75,51,25?,90,75,- A,1435
22,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Female,184,184,125,141,118,124,97,96,64,46,24,99,71,D,1380
22,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Female,181,178,137,145,125,127,93,85,74,52,22,91,71,- A,1530
22,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Female,172,171,128,137,112,,94,94,68,47,26,100,68,C,1280
22,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Female,170,168,124,132,,,100,85,64,48,21,85,81,- A,1185
22,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Female,171,171,120,127,110,119,92,94,62,45,25,102,68,D E,1110
22,-4200,-3700,BC,BC,Third and Fourth Dynasties,Regagnah,Female,178,177,126,131,110,121,95,90,65,46,26,95,73,B,1250
