Table,Start Date,End Date,Start Era,End Era,Dynasty,Location,Sex,Glabello-Occipital Length,Ophryo-Occipital Length,Basi-Bregmatic Height,Maximum Breadth,Biauricular Breadth,Bizygomatic Breadth,Basi-Nasal Length,Basi-Aveolar Length,Nasi-Alveolar Height,Nasal Height,Nasal Width,Flower’s Alveolar Index,Gnathic Angle,Prognathism or Orthognathism,Estimated Cranial Capacity
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,182,181,136,136,123,,106,106,68,53,27,100,71,D,1430
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,183,182,133,132,,113,,,,,,,,,1365
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,177,177,,134,,,,,,,,,,,
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,174,173,136,143,122,128,99,90,64,51,25,91,77.5,A,1435
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,174,172,133,128,,,,,,53,26,,,,
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,180,179,131,136,125,139,102,102,71,52,28,100,69,C,1360
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,184,182,136,139,128,138,103,96,74,51,27,93,73,A,1480
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,184,182,139,132,117,136,100,92,71,54,25,92,74,A,1435
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,186,184,129,131,116,130,98,100,62,44,27,102,69.5,E,1340
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,188,185,135,140,117,126,104,104,70,50,25,100,70,C D,1510
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,191,189,130,134,,,100,96,76,51,28,96,69.5,A B,1415
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,185,185,,131,,,,,,,,,,,
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,189,189,132,136,122,132?,103,98,73,51,26,95,72,A B,1440
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,182,181,139,134,117,130,103,99,72,48,24,96,71.5,B,1440
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,197,194,143,137,120,133,109,109,81,60,29,100,68,C,1640
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,182,180,134,132,120,135,106,98,73,53,26,92.5,75?,,1370
5,-4800,-4500,BC,BC,First Dynasty,Hou,Male,175,174,137,136,117,127,104,95,77,54,25,91,73.5,- A,1390
5,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,191,190,134,146,116,,102,101,70,52,26,99,70,C D,1590
5,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,186,183,,134,,,,,,50,25,,,,
5,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,189,186,129,140,119,127,101,103,74,55,25,102,67,D E,1450
5,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,179,179,136,134,114,120,102,95,75,53,25,93,72.5,A,1390
5,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,186,183,138,136,119,128,103,98,75,52,25,95,72,A B,1485
5,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,,,,,,,,,,,,,,,
5,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,185,183,,141,,,,,70,50,25.5,,,,
5,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,188,186,137,139,,,,,,,,,,,1520
5,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,174,173,134,137,118,130,94,87,71,51,24,93,72,A,1360
5,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,185,185,123,137,116,126,91,91,65,50,25,100,69,C,1325
5,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,183,180,129,131,116,,99,94,68,48,25,95,73,B,1315
5,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,180,177,126,139,122,126,96,91,69,53,23,95,72,A B,1340
5,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,179,175,132,134,120,128,97,95,74,51,23,98,68.5,B,1350
5,-4800,-4200,BC,BC,First and Second Dynasties,Royal Tombs at Abydos,Male,189,186,141,142,125,141,106?,102,75,54,27,96,,,
